member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
1303482,11000.0,11000.0,11000.0, 36 months,13.49,373.24,C,C1,10+ years,MORTGAGE,48000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,TX,21.82,0.0,3.0,15.0,0.0,11382.0,65.0,29.0,f,0.0,0.0,13413.2160453,13413.22,0.0,0.0,1491.29,Oct-2014,0.0,INDIVIDUAL,0.0,,,
1302799,7250.0,7200.0,7175.0, 60 months,21.67,197.51,F,F3,< 1 year,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,24.82,0.0,2.0,9.0,1.0,21706.0,91.2,19.0,f,0.0,0.0,8201.53,8173.07,0.0,0.0,6824.7,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303437,15000.0,15000.0,15000.0, 36 months,7.9,469.36,A,A4,1 year,MORTGAGE,52000.0,Not Verified,Dec-2011,Fully Paid,n,small_business,TX,9.65,0.0,1.0,11.0,0.0,1616.0,6.7,29.0,f,0.0,0.0,15557.64,15557.64,0.0,0.0,312.74,Mar-2014,0.0,INDIVIDUAL,0.0,,,
1279714,18000.0,18000.0,18000.0, 60 months,19.91,475.99,E,E4,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,FL,6.81,0.0,0.0,10.0,0.0,11745.0,77.8,40.0,f,0.0,0.0,26027.5396382,26027.54,0.0,0.0,10783.73,Oct-2014,0.0,INDIVIDUAL,0.0,,,
1303432,35000.0,22075.0,22050.0, 60 months,17.27,551.84,D,D3,3 years,MORTGAGE,150000.0,Verified,Dec-2011,Fully Paid,n,home_improvement,NY,7.51,0.0,1.0,11.0,0.0,7334.0,53.3,31.0,f,0.0,0.0,28871.92,28839.26,0.0,0.0,15660.22,Feb-2014,0.0,INDIVIDUAL,0.0,,,
1302869,10000.0,10000.0,10000.0, 36 months,14.27,343.09,C,C2,2 years,RENT,68000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,PA,15.39,0.0,1.0,9.0,0.0,11303.0,81.3,15.0,f,0.0,0.0,10671.62,10671.62,0.0,0.0,8962.31,Feb-2013,0.0,INDIVIDUAL,0.0,,,
1282013,11800.0,11800.0,11800.0, 36 months,12.69,395.83,B,B5,6 years,RENT,42000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,NY,9.86,0.0,0.0,4.0,0.0,8940.0,74.8,13.0,f,0.0,0.0,14243.1583665,14243.16,0.0,0.0,419.36,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1303403,4500.0,4500.0,4500.0, 36 months,6.03,136.96,A,A1,4 years,RENT,53000.0,Source Verified,Dec-2011,Fully Paid,n,major_purchase,CA,4.44,0.0,0.0,7.0,0.0,8630.0,13.9,17.0,f,0.0,0.0,4930.30217046,4930.3,0.0,0.0,138.95,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1303379,7000.0,7000.0,7000.0, 36 months,12.69,234.82,B,B5,10+ years,RENT,35000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,CA,11.35,0.0,2.0,10.0,0.0,7649.0,82.3,26.0,f,0.0,0.0,8449.39474172,8449.39,0.0,0.0,248.19,Nov-2015,0.0,INDIVIDUAL,0.0,,,
1276120,9200.0,9200.0,9200.0, 36 months,12.42,307.43,B,B4,2 years,RENT,60000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,19.96,0.0,3.0,8.0,0.0,23299.0,78.7,19.0,f,0.0,0.0,10480.84,10480.84,0.0,0.0,365.48,Jul-2014,0.0,INDIVIDUAL,0.0,,,
1297940,14000.0,14000.0,13975.0, 60 months,17.27,349.98,D,D3,4 years,RENT,28000.0,Verified,Dec-2011,Current,n,other,WA,6.34,0.0,2.0,5.0,0.0,6986.0,79.4,10.0,f,3842.41,3835.51,16777.04,16747.17,0.0,0.0,349.98,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1272024,4500.0,4500.0,4475.0, 60 months,10.65,97.06,B,B2,< 1 year,MORTGAGE,42000.0,Source Verified,Dec-2011,Fully Paid,n,car,TX,5.4,0.0,0.0,4.0,0.0,8220.0,78.3,9.0,f,0.0,0.0,4907.8,4880.55,0.0,0.0,3946.24,Dec-2012,0.0,INDIVIDUAL,0.0,,,
1303326,12000.0,12000.0,12000.0, 36 months,16.29,423.61,D,D1,9 years,RENT,88365.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,AZ,16.85,0.0,0.0,6.0,0.0,22936.0,96.4,15.0,f,0.0,0.0,14685.36,14685.36,0.0,0.0,5800.45,Sep-2015,0.0,INDIVIDUAL,0.0,,,
1303200,12000.0,12000.0,12000.0, 36 months,13.49,407.17,C,C1,4 years,RENT,72000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,21.33,0.0,1.0,11.0,0.0,3419.0,27.6,19.0,f,0.0,0.0,13985.6762204,13985.68,0.0,0.0,426.26,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303163,12000.0,12000.0,12000.0, 36 months,10.65,390.88,B,B2,< 1 year,RENT,62000.0,Verified,Dec-2011,Fully Paid,n,credit_card,TX,23.94,0.0,0.0,10.0,0.0,20310.0,78.4,51.0,f,0.0,0.0,12779.62,12779.62,0.0,0.0,10046.57,Jul-2015,0.0,INDIVIDUAL,0.0,,,
1302938,7000.0,7000.0,7000.0, 36 months,10.65,228.02,B,B2,3 years,MORTGAGE,43680.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,MN,5.38,0.0,0.0,7.0,0.0,6245.0,78.1,11.0,f,0.0,0.0,7687.73,7687.73,0.0,0.0,4958.61,Feb-2013,0.0,INDIVIDUAL,0.0,,,
1299785,8200.0,8200.0,8200.0, 60 months,19.42,214.62,E,E3,3 years,RENT,120000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,NY,2.8,0.0,2.0,5.0,0.0,10392.0,88.4,6.0,f,0.0,0.0,11894.895202299998,11894.9,0.0,0.0,4625.07,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303150,10500.0,10500.0,10500.0, 36 months,12.69,352.23,B,B5,10+ years,RENT,66000.0,Verified,Dec-2011,Fully Paid,n,medical,CA,20.73,1.0,2.0,8.0,0.0,5790.0,51.2,26.0,f,0.0,0.0,11232.14,11232.14,0.0,0.0,4421.32,Oct-2012,0.0,INDIVIDUAL,0.0,,,
1303147,7000.0,7000.0,7000.0, 36 months,11.71,231.54,B,B3,4 years,OWN,39120.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,FL,21.01,0.0,0.0,8.0,1.0,9414.0,52.4,26.0,f,0.0,0.0,7932.3,7932.3,0.0,0.0,4235.03,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303001,15300.0,15300.0,15275.0, 60 months,22.06,423.1,F,F4,6 years,RENT,85000.0,Verified,Dec-2011,Current,n,credit_card,VA,20.58,0.0,2.0,14.0,0.0,26524.0,89.7,27.0,f,4523.91,4516.51,20295.8,20262.65,0.0,0.0,423.1,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1280928,20000.0,12800.0,12775.0, 60 months,11.71,282.86,B,B3,4 years,MORTGAGE,47800.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,VA,10.04,0.0,0.0,15.0,0.0,16447.0,46.3,27.0,f,0.0,0.0,15161.27,15131.66,0.0,0.0,9242.39,Nov-2013,0.0,INDIVIDUAL,0.0,,,
1303143,17500.0,17500.0,17500.0, 60 months,17.27,437.47,D,D3,7 years,MORTGAGE,45000.0,Not Verified,Dec-2011,Charged Off,n,credit_card,WA,21.31,0.0,2.0,13.0,0.0,20129.0,86.1,26.0,f,0.0,0.0,10037.1,10037.1,3486.0,625.616999998,437.47,Dec-2015,0.0,INDIVIDUAL,0.0,,,
1302971,3500.0,3500.0,3500.0, 36 months,6.03,106.53,A,A1,10+ years,MORTGAGE,83000.0,Verified,Dec-2011,Fully Paid,n,car,IL,2.31,0.0,0.0,6.0,0.0,3092.0,13.4,28.0,f,0.0,0.0,3834.66084993,3834.66,0.0,0.0,107.86,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1302235,6000.0,6000.0,6000.0, 60 months,12.69,135.57,B,B5,< 1 year,RENT,81000.0,Source Verified,Dec-2011,Current,n,major_purchase,CO,13.66,1.0,0.0,6.0,0.0,15102.0,50.0,17.0,f,1527.6,1527.6,6495.11,6495.11,0.0,0.0,135.57,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302907,6200.0,6200.0,6200.0, 36 months,9.91,199.8,B,B1,2 years,RENT,25000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,20.64,0.0,2.0,7.0,0.0,6533.0,47.7,12.0,f,0.0,0.0,2452.22,2452.22,258.27,2.54,199.8,May-2013,0.0,INDIVIDUAL,0.0,,,
1264291,16000.0,16000.0,16000.0, 60 months,17.58,402.65,D,D4,7 years,RENT,65000.0,Not Verified,Dec-2011,Current,n,debt_consolidation,KS,15.56,0.0,0.0,8.0,0.0,21166.0,87.1,16.0,f,4415.97,4415.97,19297.95,19297.95,0.0,0.0,402.65,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302906,6000.0,6000.0,6000.0, 36 months,8.9,190.52,A,A5,8 years,OWN,28800.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,NJ,13.17,0.0,0.0,11.0,0.0,5269.0,36.8,13.0,f,0.0,0.0,6857.16748626,6857.17,0.0,0.0,198.47,Dec-2015,0.0,INDIVIDUAL,0.0,,,
1300833,7200.0,7200.0,7200.0, 36 months,9.91,232.02,B,B1,6 years,RENT,135000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,NY,6.12,0.0,0.0,7.0,0.0,16627.0,79.6,18.0,f,0.0,0.0,8350.84434428,8350.84,0.0,0.0,240.64,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302930,9500.0,9500.0,9500.0, 36 months,8.9,301.66,A,A5,7 years,MORTGAGE,50000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,TX,8.18,0.0,0.0,8.0,0.0,13422.0,60.5,13.0,f,0.0,0.0,10493.71,10493.71,0.0,0.0,5378.43,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302924,18825.0,18825.0,18800.0, 60 months,16.77,465.53,D,D2,10+ years,RENT,38000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,TX,23.18,0.0,0.0,6.0,0.0,11004.0,79.7,7.0,f,0.0,0.0,18218.25,18194.23,3343.79,575.239300013,465.53,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302942,24000.0,24000.0,24000.0, 36 months,10.65,781.76,B,B2,10+ years,RENT,45000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,14.8,0.0,0.0,5.0,0.0,24708.0,55.2,9.0,f,0.0,0.0,28140.929359099995,28140.93,0.0,0.0,791.58,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1300950,6000.0,6000.0,6000.0, 36 months,13.49,203.59,C,C1,10+ years,RENT,80000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,11.58,0.0,0.0,8.0,0.0,15499.0,83.8,16.0,f,0.0,0.0,7326.00978726,7326.01,0.0,0.0,212.86,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302879,6000.0,6000.0,6000.0, 36 months,13.49,203.59,C,C1,5 years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,AZ,15.38,0.0,1.0,6.0,0.0,15191.0,91.5,7.0,f,0.0,0.0,7325.54415322,7325.54,0.0,0.0,214.39,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1302706,2100.0,2100.0,2100.0, 36 months,12.42,70.18,B,B4,10+ years,MORTGAGE,30000.0,Not Verified,Dec-2011,Fully Paid,n,vacation,LA,19.72,0.0,1.0,12.0,0.0,12183.0,82.9,26.0,f,0.0,0.0,2552.4852434,2552.49,0.0,0.0,72.44,Nov-2014,0.0,INDIVIDUAL,0.0,,,
1302680,5500.0,5500.0,5500.0, 36 months,6.62,168.88,A,A2,8 years,MORTGAGE,110000.0,Verified,Dec-2011,Fully Paid,n,small_business,CT,9.69,0.0,0.0,7.0,0.0,14136.0,21.9,26.0,f,0.0,0.0,6077.8756192,6077.88,0.0,0.0,178.58,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1302681,11000.0,11000.0,11000.0, 36 months,6.62,337.75,A,A2,8 years,OWN,45608.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,LA,20.5,0.0,0.0,7.0,0.0,10677.0,58.7,11.0,f,0.0,0.0,12156.8573167,12156.86,0.0,0.0,349.86,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302831,26800.0,26800.0,26800.0, 60 months,20.89,723.38,F,F1,3 years,MORTGAGE,120000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,FL,12.15,0.0,0.0,13.0,0.0,14772.0,48.0,18.0,f,0.0,0.0,32887.69,32887.69,0.0,0.0,23499.05,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1277297,8000.0,8000.0,8000.0, 36 months,12.69,268.36,B,B5,5 years,MORTGAGE,35000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,IL,10.05,0.0,0.0,7.0,0.0,6842.0,97.7,18.0,f,0.0,0.0,8999.1,8999.1,0.0,0.0,5514.5,Jun-2015,0.0,INDIVIDUAL,0.0,,,
1302365,10000.0,10000.0,10000.0, 36 months,18.25,362.78,D,D5,1 year,RENT,75000.0,Source Verified,Dec-2011,Charged Off,n,credit_card,CA,24.14,0.0,0.0,9.0,0.0,22828.0,96.3,26.0,f,0.0,0.0,11730.6,11730.6,229.06,2.2906,200.0,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1287293,8000.0,8000.0,8000.0, 36 months,11.71,264.61,B,B3,9 years,MORTGAGE,35000.0,Verified,Dec-2011,Fully Paid,n,credit_card,NV,9.7,0.0,0.0,7.0,0.0,6142.0,46.5,8.0,f,0.0,0.0,9434.77693634,9434.78,0.0,0.0,2295.56,Apr-2014,0.0,INDIVIDUAL,0.0,,,
1293438,10000.0,10000.0,10000.0, 36 months,8.9,317.54,A,A5,6 years,RENT,24000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,7.0,0.0,0.0,6.0,0.0,6734.0,49.5,21.0,f,0.0,0.0,10868.92,10868.92,0.0,0.0,6743.26,Mar-2013,0.0,INDIVIDUAL,0.0,,,
1302622,12000.0,12000.0,12000.0, 36 months,11.71,396.92,B,B3,2 years,MORTGAGE,126000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,OH,13.32,0.0,0.0,17.0,0.0,32711.0,54.1,38.0,f,0.0,0.0,14182.2998623,14182.3,0.0,0.0,3074.04,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302785,10000.0,10000.0,10000.0, 36 months,7.9,312.91,A,A4,1 year,RENT,43000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,25.26,0.0,0.0,8.0,0.0,8215.0,37.2,16.0,f,0.0,0.0,11264.009576,11264.01,0.0,0.0,4.84,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1302773,12000.0,12000.0,12000.0, 36 months,9.91,386.7,B,B1,1 year,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,16.44,0.0,1.0,11.0,0.0,14335.0,29.3,25.0,f,0.0,0.0,13920.025070299998,13920.03,0.0,0.0,392.03,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1302588,25000.0,25000.0,23088.161058, 60 months,13.49,575.12,C,C1,10+ years,MORTGAGE,67000.0,Verified,Dec-2011,Charged Off,n,credit_card,AK,14.15,0.0,0.0,6.0,0.0,15319.0,91.2,21.0,f,0.0,0.0,23880.65,20309.6,2010.58,361.9044,1179.0,Jul-2015,0.0,INDIVIDUAL,0.0,,,
1302360,19750.0,19750.0,19725.0, 36 months,10.65,643.33,B,B2,4 years,RENT,45000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,OR,22.8,0.0,0.0,12.0,0.0,16576.0,54.2,28.0,f,0.0,0.0,11930.65,11915.62,641.29,6.4128999974,787.01,Nov-2013,0.0,INDIVIDUAL,0.0,,,
1302430,10000.0,10000.0,10000.0, 36 months,9.91,322.25,B,B1,3 years,RENT,31200.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,NY,14.81,0.0,0.0,13.0,0.0,5540.0,27.0,19.0,f,0.0,0.0,10904.24,10904.24,0.0,0.0,6912.69,Mar-2015,0.0,INDIVIDUAL,0.0,,,
1299748,13650.0,13650.0,13650.0, 36 months,12.42,456.12,B,B4,4 years,RENT,66000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,NV,24.09,0.0,0.0,11.0,0.0,8933.0,56.5,34.0,f,0.0,0.0,16011.18,16011.18,0.0,0.0,5980.83,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302564,28000.0,11800.0,11775.0, 60 months,19.91,312.04,E,E4,10+ years,RENT,52000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,TX,20.7,0.0,0.0,10.0,0.0,29178.0,87.6,16.0,f,0.0,0.0,12173.07,12147.29,3132.16,563.7887999980001,312.04,Sep-2014,0.0,INDIVIDUAL,0.0,,,
1302728,18000.0,18000.0,18000.0, 36 months,7.9,563.23,A,A4,10+ years,RENT,56964.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,27.55,0.0,0.0,7.0,0.0,17381.0,76.6,20.0,f,0.0,0.0,20275.3365479,20275.34,0.0,0.0,567.29,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302565,2500.0,2500.0,2500.0, 36 months,14.27,85.78,C,C2,7 years,RENT,49500.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,FL,10.33,0.0,1.0,7.0,0.0,9868.0,37.7,20.0,f,0.0,0.0,2529.9,2529.9,0.0,0.0,2530.74,Feb-2012,0.0,INDIVIDUAL,0.0,,,
1299784,21000.0,21000.0,20120.8065726, 60 months,20.3,559.89,E,E5,10+ years,RENT,70000.0,Verified,Dec-2011,Fully Paid,n,credit_card,CO,23.21,0.0,2.0,17.0,0.0,12508.0,70.7,25.0,f,0.0,0.0,27085.42,24851.07,0.0,0.0,17029.75,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302729,35000.0,35000.0,35000.0, 36 months,8.9,1111.37,A,A5,6 years,MORTGAGE,125000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,22.71,0.0,0.0,8.0,0.0,9051.0,34.8,32.0,f,0.0,0.0,40006.54992390001,40006.55,0.0,0.0,1123.85,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1302549,10000.0,10000.0,10000.0, 36 months,7.51,311.11,A,A3,3 years,RENT,33000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,NJ,9.75,0.0,1.0,9.0,0.0,68.0,0.6,19.0,f,0.0,0.0,11027.3,11027.3,0.0,0.0,4190.34,Nov-2013,0.0,INDIVIDUAL,0.0,,,
1291305,7000.0,7000.0,7000.0, 36 months,12.69,234.82,B,B5,< 1 year,RENT,30000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,VA,15.8,0.0,2.0,7.0,0.0,15455.0,47.6,11.0,f,0.0,0.0,8452.25679284,8452.26,0.0,0.0,238.06,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1300572,24000.0,24000.0,24000.0, 36 months,15.96,843.3,C,C5,8 years,MORTGAGE,90000.0,Source Verified,Dec-2011,Charged Off,n,home_improvement,CA,9.17,0.0,1.0,9.0,0.0,30952.0,71.2,23.0,f,0.0,0.0,5895.68,5895.68,0.0,0.0,843.3,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1295780,10625.0,10625.0,10625.0, 36 months,7.51,330.56,A,A3,5 years,MORTGAGE,23000.0,Not Verified,Dec-2011,Fully Paid,n,medical,OR,18.89,0.0,1.0,9.0,0.0,7114.0,43.4,21.0,f,0.0,0.0,11841.940708,11841.94,0.0,0.0,2594.01,Oct-2015,0.0,INDIVIDUAL,0.0,,,
1302311,5000.0,5000.0,5000.0, 36 months,14.65,172.48,C,C3,2 years,RENT,24000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,PA,18.3,0.0,2.0,5.0,0.0,2429.0,33.3,9.0,f,0.0,0.0,5682.08,5682.08,0.0,0.0,3615.46,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302299,8850.0,8850.0,8850.0, 36 months,6.62,271.73,A,A2,10+ years,RENT,62000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,MD,17.71,0.0,0.0,7.0,0.0,9466.0,35.9,19.0,f,0.0,0.0,9781.60575467,9781.61,0.0,0.0,5.67,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302295,6375.0,6375.0,6375.0, 36 months,7.51,198.34,A,A3,4 years,RENT,44000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,4.8,0.0,0.0,7.0,0.0,6324.0,58.0,11.0,f,0.0,0.0,6737.55,6737.55,0.0,0.0,2585.54,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302467,6000.0,6000.0,6000.0, 36 months,11.71,198.46,B,B3,1 year,RENT,90000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,NJ,2.97,1.0,0.0,10.0,0.0,8489.0,56.6,23.0,f,0.0,0.0,7041.29375069,7041.29,0.0,0.0,2082.79,Mar-2014,0.0,INDIVIDUAL,0.0,,,
1302472,11100.0,11100.0,11100.0, 36 months,6.62,340.82,A,A2,10+ years,RENT,41000.0,Verified,Dec-2011,Charged Off,n,credit_card,PA,29.85,0.0,1.0,8.0,0.0,17518.0,62.3,18.0,f,0.0,0.0,8120.14,8120.14,626.5,6.265000000700001,340.82,Mar-2014,0.0,INDIVIDUAL,0.0,,,
1302044,10000.0,10000.0,10000.0, 60 months,12.69,225.95,B,B5,2 years,MORTGAGE,56000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,10.82,0.0,1.0,11.0,0.0,10081.0,31.2,18.0,f,0.0,0.0,12727.4260564,12727.43,0.0,0.0,5526.53,Sep-2014,0.0,INDIVIDUAL,0.0,,,
1292431,6200.0,6200.0,6200.0, 36 months,6.03,188.71,A,A1,5 years,MORTGAGE,26500.0,Not Verified,Dec-2011,Fully Paid,n,small_business,WV,18.2,0.0,0.0,6.0,0.0,2982.0,16.0,18.0,f,0.0,0.0,6793.070094399999,6793.07,0.0,0.0,1.83,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1293317,15000.0,15000.0,15000.0, 36 months,18.64,547.12,E,E1,1 year,RENT,54000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,19.69,0.0,2.0,9.0,0.0,15183.0,90.3,12.0,f,0.0,0.0,19401.7193826,19401.72,0.0,0.0,4641.23,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302453,4200.0,4200.0,4200.0, 36 months,11.71,138.92,B,B3,2 years,RENT,53000.0,Not Verified,Dec-2011,Fully Paid,n,other,MD,16.91,0.0,0.0,15.0,0.0,8336.0,79.7,22.0,f,0.0,0.0,5000.4625104,5000.46,0.0,0.0,141.26,Jun-2015,0.0,INDIVIDUAL,0.0,,,
1301537,14000.0,14000.0,14000.0, 36 months,14.27,480.33,C,C2,4 years,RENT,52800.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,7.36,0.0,1.0,9.0,0.0,13378.0,70.8,14.0,f,0.0,0.0,14487.95,14487.95,0.0,0.0,13531.87,Apr-2012,0.0,INDIVIDUAL,0.0,,,
1030901,8875.0,8875.0,8875.0, 36 months,7.51,276.11,A,A3,1 year,MORTGAGE,38000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,23.53,0.0,1.0,13.0,0.0,19056.0,62.1,27.0,f,0.0,0.0,9712.65,9712.65,0.0,0.0,4472.8,Sep-2013,0.0,INDIVIDUAL,0.0,,,
1296092,13500.0,13500.0,13500.0, 36 months,9.91,435.04,B,B1,7 years,RENT,38000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,12.38,0.0,1.0,3.0,0.0,16023.0,67.3,7.0,f,0.0,0.0,15657.939379499998,15657.94,0.0,0.0,307.62,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1302450,12000.0,12000.0,12000.0, 36 months,9.91,386.7,B,B1,2 years,RENT,42000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,MN,7.83,0.0,2.0,8.0,0.0,9749.0,65.4,16.0,f,0.0,0.0,11234.49,11234.49,414.89,4.1489000016,386.7,Oct-2015,0.0,INDIVIDUAL,0.0,,,
1302449,16000.0,16000.0,15975.0, 60 months,19.91,423.11,E,E4,4 years,RENT,55000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,WA,15.8,0.0,0.0,8.0,0.0,7743.0,72.4,19.0,f,0.0,0.0,22277.2628856,22242.46,0.0,0.0,10869.79,May-2014,0.0,INDIVIDUAL,0.0,,,
1270159,21600.0,21600.0,20498.2657811, 60 months,19.42,565.32,E,E3,8 years,MORTGAGE,60000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,GA,16.74,1.0,0.0,6.0,0.0,13354.0,78.1,21.0,f,0.0,0.0,27580.75,24853.63,0.0,0.0,17416.49,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302434,6000.0,6000.0,6000.0, 36 months,10.65,195.44,B,B2,6 years,MORTGAGE,87000.0,Not Verified,Dec-2011,Fully Paid,n,home_improvement,NJ,12.86,2.0,0.0,12.0,0.0,11739.0,40.5,22.0,f,0.0,0.0,6999.42740728,6999.43,0.0,0.0,1335.92,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1289398,8450.0,8450.0,8425.0, 60 months,16.77,208.97,D,D2,5 years,OWN,25000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,IL,22.51,0.0,2.0,6.0,0.0,17614.0,83.5,21.0,f,0.0,0.0,12188.564422799998,12152.55,0.0,0.0,3239.35,Sep-2015,0.0,INDIVIDUAL,0.0,,,
1276836,20000.0,20000.0,18590.3377698, 60 months,13.49,460.1,C,C1,1 year,RENT,82000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,OH,17.68,0.0,0.0,13.0,0.0,26693.0,61.4,23.0,f,0.0,0.0,26397.3130625,23747.15,0.0,0.0,9848.46,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302151,10000.0,10000.0,10000.0, 36 months,11.71,330.76,B,B3,8 years,RENT,60000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,22.08,0.0,0.0,8.0,0.0,5626.0,29.3,26.0,f,0.0,0.0,6002.23,6002.23,319.46,57.5028,62.38,Nov-2013,0.0,INDIVIDUAL,0.0,,,
1302174,12000.0,12000.0,12000.0, 36 months,16.29,423.61,D,D1,5 years,MORTGAGE,80000.0,Verified,Dec-2011,Fully Paid,n,credit_card,GA,18.18,0.0,0.0,8.0,0.0,29609.0,97.2,11.0,f,0.0,0.0,14946.5600236,14946.56,0.0,0.0,4368.56,Jan-2016,0.0,INDIVIDUAL,0.0,,,
